Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0004872~receptor activity	5	3.7593984962406015	0.06267220884165206	SLC20A1, LDLR, FOLR1, TLR4, ITGB3	117	217	16881	3.324471227697034	0.999999977380328	0.715624695601754	57.34186834465511
GOTERM_BP_DIRECT	GO:0009612~response to mechanical stimulus	3	2.2556390977443606	0.06274896730613501	TXNIP, P2RX7, JUN	117	59	16792	7.297696653628857	1.0	0.7391560220392526	64.85532625030497
GOTERM_BP_DIRECT	GO:0071407~cellular response to organic cyclic compound	3	2.2556390977443606	0.06274896730613501	CYP1B1, ANKRD1, IGFBP5	117	59	16792	7.297696653628857	1.0	0.7391560220392526	64.85532625030497
GOTERM_BP_DIRECT	GO:0043524~negative regulation of neuron apoptotic process	4	3.007518796992481	0.06347289113367255	MEF2C, XRCC2, JUN, PPARGC1A	117	132	16792	4.349132349132349	1.0	0.7372126615459338	65.29080088859487
GOTERM_BP_DIRECT	GO:0048661~positive regulation of smooth muscle cell proliferation	3	2.2556390977443606	0.0646279592922015	ID2, JUN, PPARGC1A	117	60	16792	7.176068376068375	1.0	0.7377568792814224	65.9751630571525
GOTERM_BP_DIRECT	GO:0048208~COPII vesicle coating	3	2.2556390977443606	0.06652577949160138	FOLR1, TGFA, AREG	117	61	16792	7.058427910886927	1.0	0.742358466954693	67.07218131507284
GOTERM_BP_DIRECT	GO:0016126~sterol biosynthetic process	2	1.5037593984962405	0.06698954588200637	CYB5R2, FAXDC2	117	10	16792	28.704273504273505	1.0	0.7390907828328055	67.33516632660593
GOTERM_BP_DIRECT	GO:0032060~bleb assembly	2	1.5037593984962405	0.06698954588200637	P2RX7, MYLK	117	10	16792	28.704273504273505	1.0	0.7390907828328055	67.33516632660593
GOTERM_CC_DIRECT	GO:0005634~nucleus	46	34.58646616541353	0.06746967644053986	MEF2C, ZNF536, IER3, CYB5R2, BLM, SOX2, ANKRD1, PMAIP1, ITGB3, MCM10, SESN3, CCNE2, SPRY2, AZGP1, CDC45, FOLR1, UBASH3B, TGFA, AHNAK2, RARB, DDIAS, ETV5, CDCA5, ETV4, EXO1, FYB, TXNIP, HIST1H2BB, RAD51AP1, DTL, CRYAB, SNAI2, PPARGC1A, ESCO2, CDC25A, RAD51, AMIGO2, CCND1, ID2, NUPR1, JUN, RRM2, CEMIP, AREG, NR5A2, TP53INP1	125	5415	18224	1.2384915974145891	0.9999957308203524	0.5614461156115481	57.599295796472084
GOTERM_CC_DIRECT	GO:0005794~Golgi apparatus	11	8.270676691729323	0.06984275141509594	SERINC5, FAM198B, CD36, LDLR, SCRG1, CRYAB, ANK3, RASGRP1, SPRY4, ST6GALNAC2, ESCO2	125	863	18224	1.8582989571263036	0.9999972805671358	0.5510945310759987	58.90575991185918
GOTERM_CC_DIRECT	GO:0033116~endoplasmic reticulum-Golgi intermediate compartment membrane	3	2.2556390977443606	0.07047844229127971	FOLR1, TGFA, AREG	125	64	18224	6.8340000000000005	0.9999975905075493	0.5327761179692971	59.24939531979805
GOTERM_CC_DIRECT	GO:0016021~integral component of membrane	44	33.08270676691729	0.07223624678768478	IER3, SLC38A3, CYB5R2, CYP1B1, SLC20A1, LDLR, PCDH20, SLC7A8, ITGB3, LEMD1, MIR17HG, LGR5, DCT, PRUNE2, SERINC5, BEST1, FOLR1, TGFA, EVI2B, IFITM10, MR1, NT5E, SLC1A1, TRPM3, SLCO4A1, FAXDC2, PCDH10, LRP1B, PCDH7, MRGPRX4, ST6GALNAC2, MOXD1, SEMA6A, AMIGO2, FAM198B, SLC16A4, RNF150, CD36, SFRP1, FREM2, LSAMP, AREG, SLC14A1, CDH10	125	5163	18224	1.2424652333914392	0.9999982764654672	0.5215890509084078	60.18591802753435
GOTERM_BP_DIRECT	GO:0042632~cholesterol homeostasis	3	2.2556390977443606	0.07232878254429818	LDLR, CD24, NR5A2	117	64	16792	6.727564102564103	1.0	0.7610076761015319	70.22430199517869
GOTERM_MF_DIRECT	GO:0003688~DNA replication origin binding	2	1.5037593984962405	0.07306459162531388	CDC45, MCM10	117	11	16881	26.233100233100238	0.9999999989099249	0.747362917696102	63.16460897051761
GOTERM_BP_DIRECT	GO:0033197~response to vitamin E	2	1.5037593984962405	0.07343867069729562	MEF2C, CCND1	117	11	16792	26.0947940947941	1.0	0.7609458185159885	70.7939706574529
GOTERM_BP_DIRECT	GO:0010941~regulation of cell death	2	1.5037593984962405	0.07343867069729562	CRYAB, JUN	117	11	16792	26.0947940947941	1.0	0.7609458185159885	70.7939706574529
GOTERM_MF_DIRECT	GO:0000980~RNA polymerase II distal enhancer sequence-specific DNA binding	3	2.2556390977443606	0.07362449761501409	MEF2C, JUN, NR5A2	117	65	16881	6.659171597633136	0.9999999990751297	0.7274915016517282	63.456417509496
GOTERM_MF_DIRECT	GO:0003705~transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding	3	2.2556390977443606	0.07559502746370621	JUN, SNAI2, NR5A2	117	66	16881	6.558275058275059	0.9999999994817512	0.7156872295118227	64.46650459902696
GOTERM_BP_DIRECT	GO:0002244~hematopoietic progenitor cell differentiation	3	2.2556390977443606	0.07628537546604915	SFRP1, FST, ESCO2	117	66	16792	6.523698523698523	1.0	0.7690454061894122	72.20870470591716
GOTERM_MF_DIRECT	GO:0031994~insulin-like growth factor I binding	2	1.5037593984962405	0.0794383027915355	ITGB3, IGFBP5	117	12	16881	24.04700854700855	0.9999999998331258	0.7137144753046349	66.36272662008629
GOTERM_MF_DIRECT	GO:0001077~transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding	5	3.7593984962406015	0.07979582273939553	MEF2C, JUN, SOX2, NR5A2, ETV4	117	236	16881	3.0568231203824423	0.9999999998498579	0.6959298303674724	66.53428205175456
GOTERM_BP_DIRECT	GO:0045779~negative regulation of bone resorption	2	1.5037593984962405	0.07984359973576731	P2RX7, UBASH3B	117	12	16792	23.920227920227923	1.0	0.7797894977320482	73.88670490341603
GOTERM_BP_DIRECT	GO:0043517~positive regulation of DNA damage response, signal transduction by p53 class mediator	2	1.5037593984962405	0.07984359973576731	ANKRD1, PMAIP1	117	12	16792	23.920227920227923	1.0	0.7797894977320482	73.88670490341603
GOTERM_MF_DIRECT	GO:0005041~low-density lipoprotein receptor activity	2	1.5037593984962405	0.08576856285013738	CD36, LDLR	117	13	16881	22.19723865877712	0.9999999999744569	0.7046318558892013	69.28334365965976
GOTERM_BP_DIRECT	GO:0006312~mitotic recombination	2	1.5037593984962405	0.08620463325443026	XRCC2, RAD51	117	13	16792	22.080210387902696	1.0	0.8010058465144534	76.65209438889208
GOTERM_BP_DIRECT	GO:0002756~MyD88-independent toll-like receptor signaling pathway	2	1.5037593984962405	0.08620463325443026	LY96, TLR4	117	13	16792	22.080210387902696	1.0	0.8010058465144534	76.65209438889208
GOTERM_BP_DIRECT	GO:0097190~apoptotic signaling pathway	3	2.2556390977443606	0.08646557456499886	P2RX7, LY96, TLR4	117	71	16792	6.06428313470567	1.0	0.7971769974823875	76.7594455567471
GOTERM_CC_DIRECT	GO:0000800~lateral element	2	1.5037593984962405	0.09118959694495937	BLM, RAD51	125	14	18224	20.82742857142857	0.9999999553550563	0.5896580580048236	69.10192789043482
GOTERM_MF_DIRECT	GO:0000400~four-way junction DNA binding	2	1.5037593984962405	0.09205566545138845	XRCC2, RAD51	117	14	16881	20.611721611721613	0.9999999999960906	0.7137357733152624	71.95052440732358
GOTERM_BP_DIRECT	GO:0014912~negative regulation of smooth muscle cell migration	2	1.5037593984962405	0.09252206948795791	PPARGC1A, IGFBP5	117	14	16792	20.503052503052505	1.0	0.8150340779873577	79.12476977350332
GOTERM_BP_DIRECT	GO:0031103~axon regeneration	2	1.5037593984962405	0.09252206948795791	FOLR1, JUN	117	14	16792	20.503052503052505	1.0	0.8150340779873577	79.12476977350332
GOTERM_BP_DIRECT	GO:1902043~positive regulation of extrinsic apoptotic signaling pathway via death domain receptors	2	1.5037593984962405	0.09252206948795791	SFRP1, PMAIP1	117	14	16792	20.503052503052505	1.0	0.8150340779873577	79.12476977350332
GOTERM_BP_DIRECT	GO:0043066~negative regulation of apoptotic process	7	5.263157894736842	0.0954943338847172	SPRY2, AMIGO2, IER3, SFRP1, CRYAB, TGFA, RARB	117	455	16792	2.2080210387902697	1.0	0.820813009127166	80.20111974526162
GOTERM_MF_DIRECT	GO:0008144~drug binding	3	2.2556390977443606	0.09617021025533845	SFRP1, FOLR1, RARB	117	76	16881	5.695344129554656	0.9999999999988635	0.7135351597454667	73.5783843428275
GOTERM_BP_DIRECT	GO:0006915~apoptotic process	8	6.015037593984962	0.09788052080346213	MEF2C, IER3, SEMA6A, PRUNE2, PMAIP1, DDIAS, BMF, TP53INP1	117	567	16792	2.0249928398076547	1.0	0.8243687842866929	81.02732399618431
GOTERM_MF_DIRECT	GO:0008201~heparin binding	4	3.007518796992481	0.09797633086216138	NOV, SFRP1, ADAMTS15, THBS3	117	160	16881	3.6070512820512826	0.9999999999993404	0.7046048308682404	74.26499501752957
GOTERM_MF_DIRECT	GO:0016538~cyclin-dependent protein serine/threonine kinase regulator activity	2	1.5037593984962405	0.09829990229233126	CCNE2, CCND1	117	15	16881	19.23760683760684	0.9999999999994017	0.6904691148366787	74.38624762465483
GOTERM_MF_DIRECT	GO:0030169~low-density lipoprotein particle binding	2	1.5037593984962405	0.09829990229233126	CD36, LDLR	117	15	16881	19.23760683760684	0.9999999999994017	0.6904691148366787	74.38624762465483
GOTERM_BP_DIRECT	GO:0033627~cell adhesion mediated by integrin	2	1.5037593984962405	0.09879620466491723	NOV, ITGB3	117	15	16792	19.136182336182337	1.0	0.8230304302997954	81.33569979993928
GOTERM_BP_DIRECT	GO:2000310~regulation of N-methyl-D-aspartate selective glutamate receptor activity	2	1.5037593984962405	0.09879620466491723	MEF2C, PPARGC1A	117	15	16792	19.136182336182337	1.0	0.8230304302997954	81.33569979993928
GOTERM_BP_DIRECT	GO:0006888~ER to Golgi vesicle-mediated transport	4	3.007518796992481	0.09914659286729362	FOLR1, ANK3, TGFA, AREG	117	160	16792	3.588034188034188	1.0	0.8198758714873424	81.45245171314716
