IDENTIFIER	GSM1052615	GSM1052616	GSM1052617	GSM1052618	GSM1052619	GSM1052620
PARP10	8.41165	8.61697	8.32894	8.45776	8.32837	8.43714
PARP11	7.39829	7.33983	7.4147	8.07299	8.0274	7.7086
PARP12	9.64404	9.64491	9.6755	9.78299	9.69918	9.71025
PARP14	8.83892	8.4472	8.87612	9.58664	9.61784	9.46915
PARP15	4.43709	4.42102	4.40377	4.59981	4.51283	4.4807
PARP16	9.764	9.6706	10.0116	10.1175	10.0515	9.97156
PARP2	10.281	10.198	10.302	9.45969	9.19282	9.50697
PARP3	9.96347	9.8959	10.0227	10.9286	10.8835	10.8092
PARP4	11.8221	11.8012	11.9028	12.004	12.0424	11.9567
PARP6	10.4612	10.4328	10.5051	10.8111	10.7687	10.8267
PARP8	9.27993	9.16635	9.3763	9.79309	9.77513	9.87885
PARP9	7.81904	7.65907	7.79504	8.70019	8.6696	8.70632
PARPBP	9.54216	9.09381	9.40856	8.45038	8.40366	8.38581
PARPBP	4.11103	3.92127	3.92347	3.84345	4.01846	3.93555
PARS2	9.7042	9.65079	9.61901	9.83514	9.78692	9.96537
PART1	9.10177	8.99719	9.2459	8.99837	8.93602	9.15069
PARVA	11.5243	11.4936	11.6015	11.6463	11.6603	11.5629
PARVB	10.0983	10.0673	10.0364	9.98099	10.0011	10.0046
PARVG	6.59883	6.67569	6.55532	6.42054	6.49168	6.4722
PASD1	5.39844	5.36622	5.46124	5.43222	5.22095	5.33501
PASK	8.06124	7.99908	7.89075	7.2864	7.35224	7.69025
PATE1	6.01114	5.9139	5.7067	5.90973	5.82452	5.90007
PATE2	5.39637	5.3203	5.34711	5.35293	5.84865	5.42843
PATL1	12.2247	12.234	12.2321	11.9121	11.9632	11.9308
PATL2	6.30911	6.37193	6.23827	6.4461	6.33957	6.55548
PATZ1	9.75203	9.77081	9.76074	9.75119	9.50825	9.83823
PATZ1	8.41129	8.13129	8.34242	8.81632	8.96925	8.86743
PAWR	11.001	10.9238	11.1247	10.4796	10.5284	10.3224
PAX1	7.39145	7.47978	7.34659	7.21947	6.93757	7.39225
PAX2	7.3869	7.50804	7.3556	7.32401	7.26961	7.31381
PAX3	8.86979	8.72544	8.92367	8.88722	8.92685	9.04852
PAX4	7.18469	7.31985	7.38195	7.12072	6.94301	7.2482
PAX5	7.53806	7.68927	7.61831	7.56424	7.2934	7.40449
PAX6	5.71297	5.702	5.73055	5.78495	5.61357	5.64411
PAX7	7.14035	7.13739	7.00639	7.14035	6.81164	7.07854
PAX8	7.99864	8.02669	7.93886	7.991	7.94879	7.9832
PAX8-AS1	7.25585	7.18817	7.28253	6.32254	6.48777	6.32146
PAX9	8.79738	8.59796	8.70587	9.12794	8.84981	8.96863
PAXBP1	9.78213	9.67117	9.83831	9.59376	9.58986	9.43652
PAXIP1	10.0346	9.95395	10.0978	9.38565	9.47086	9.40414
PBDC1	9.42085	9.49668	9.50468	8.98152	9.22504	9.15654
PBK	10.815	10.6697	10.8525	9.27457	9.09441	9.22773
PBLD	6.3265	6.43744	6.4824	7.79903	7.94419	7.58911
PBOV1	4.96613	5.06062	4.66302	4.89817	4.47951	4.84693
PBRM1	10.7487	10.5892	10.7431	10.9182	10.8394	10.8693
PBX1	8.88953	8.97756	9.02839	10.782	10.7249	10.7714
PBX2	10.3756	10.3644	10.4459	10.9379	10.7746	10.9174
PBX2	10.2055	10.1748	10.2638	10.7494	10.563	10.8167
PBX3	10.3606	10.3693	10.5004	10.3185	10.3575	10.1853
PBX4	8.77392	8.8445	8.73665	8.65372	8.70374	8.77209
PBXIP1	8.14529	8.36792	8.11449	8.96297	8.67909	9.05015
PC	9.00623	8.92252	9.11322	9.62405	9.59565	9.65729
PCAT18	6.68914	6.89768	6.58629	6.41241	6.42562	6.48522
PCAT4	4.0986	3.78202	3.71496	3.63667	3.83515	3.51902
PCBD1	9.70366	9.56484	9.64849	10.1856	10.0756	10.2241
PCBD2	7.80093	7.60686	7.67573	7.75965	7.87145	7.78949
PCBP1	11.9936	11.9347	12.0136	11.7459	11.644	11.7429
PCBP2	13.1097	13.1403	13.0202	13.1983	13.1764	13.2153
PCBP3	6.90288	7.01138	6.76181	6.77088	6.91988	6.89939
PCBP4	10.7774	10.7606	10.7528	11.2403	11.0859	11.3747
PCCA	8.64203	8.39411	8.67334	9.15696	9.27914	9.08323
PCCB	10.4621	10.3834	10.4124	10.7875	10.7777	10.5999
PCDH1	9.67363	9.67183	9.67051	10.1988	10.1673	10.2654
PCDH10	9.38444	9.32767	9.38232	11.5005	11.4092	11.3798
PCDH11Y	5.46749	5.46933	5.37825	5.87638	5.80792	6.02825
PCDH11Y	5.61717	5.61181	5.62185	5.99276	5.92831	5.93718
PCDH12	6.97257	6.98426	6.92228	6.8341	6.85515	6.69532
PCDH15	5.47955	5.44107	5.44926	6.76705	6.93781	6.70675
PCDH17	8.2155	8.34159	8.1923	8.62842	8.40597	8.59475
PCDH18	8.44151	8.35189	8.63083	10.0105	9.90985	9.58651
PCDH19	5.58115	5.71424	5.52313	5.67185	5.61531	5.54001
PCDH20	6.34321	6.13476	6.29018	8.9821	9.06186	8.5852
PCDH7	7.67354	7.70245	7.56932	9.62092	10.0256	9.46825
PCDH8	6.80724	6.93813	6.93553	6.77507	6.63008	6.69834
PCDH9	6.46991	6.38455	6.48415	6.08316	6.09243	6.367
PCDHA1	7.74939	7.82116	7.77714	8.05641	8.18318	8.17068
PCDHA1	8.77315	8.74632	8.90497	9.38165	9.21103	9.37849
PCDHA10	10.733	10.6559	10.7725	11.4123	11.5206	11.3629
PCDHA11	8.22285	8.11279	8.34347	8.83581	8.8084	8.90112
PCDHA12	9.24118	9.33647	9.33333	9.82384	9.88641	9.7989
PCDHA13	9.31161	9.40828	9.35723	9.65282	9.8877	9.93516
PCDHA2	8.21256	8.13321	8.28281	8.78446	8.73392	8.44887
PCDHA3	9.52452	9.50484	9.55287	9.99695	9.99782	9.92152
PCDHA4	9.55249	9.54693	9.528	10.0257	9.99293	9.91789
PCDHA5	9.71905	9.7292	9.78376	10.2911	10.2922	10.3269
PCDHA6	9.39658	9.25574	9.57778	9.96209	9.91024	9.81343
PCDHA7	9.36678	9.3175	9.37212	9.87378	9.7983	9.86588
PCDHA8	9.40491	9.22743	9.38155	9.86657	9.87196	9.7989
PCDHB1	5.3151	5.42785	5.46811	6.00534	5.82368	5.78611
PCDHB10	7.27577	7.22614	7.35903	8.2752	8.28344	8.30998
PCDHB11	7.21091	7.36617	7.16552	8.00084	8.19347	8.00877
PCDHB12	7.17925	7.0653	7.13203	7.82218	8.03761	7.99895
PCDHB13	7.40669	7.36972	7.64688	8.40646	8.74901	8.38464
PCDHB14	7.71814	7.63388	7.85523	9.08454	9.37523	8.97035
PCDHB15	6.91033	6.85029	7.00406	8.68099	8.77812	9.04306
PCDHB16	10.1751	10.1231	10.0896	10.7895	10.7668	10.7509
PCDHB17	8.21048	8.02301	8.27702	8.75268	8.73464	8.91365
PCDHB18	7.28952	7.44669	7.43923	8.93729	9.04068	8.89661
PCDHB2	9.93652	9.7462	9.96694	10.3142	10.3154	10.4912
PCDHB3	7.11301	6.95126	7.05353	8.0403	8.39591	8.26364
PCDHB4	4.90712	4.94934	4.99753	6.24164	6.34723	5.68295
PCDHB5	10.502	10.3358	10.4945	10.866	10.761	11.0107
PCDHB6	8.08344	7.59356	8.11911	8.19838	8.3268	8.35012
PCDHB7	7.2837	7.49621	7.48076	8.43365	8.30244	8.48108
PCDHB8	7.394	7.50159	7.54282	8.46594	8.64366	8.56062
PCDHB9	9.10287	9.05499	9.26727	9.99533	10.0509	10.1473
PCDHGA1	7.82057	7.772	7.88994	8.43508	8.61559	8.34594
PCDHGB4	9.37541	9.49882	9.38159	9.95252	10.1772	9.84952
PCED1A	9.6526	9.66109	9.64362	10.1006	10.033	10.1096
PCED1B	7.1681	7.2555	7.28447	6.51898	6.66704	6.62823
PCF11	9.80309	9.52164	9.78485	9.46353	9.40161	9.38281
PCGF1	9.6058	9.43853	9.68679	9.84824	9.89689	10.0558
PCGF2	10.2227	10.1804	10.1861	10.2723	10.2253	10.6253
PCGF3	10.4488	10.4255	10.4129	10.4717	10.6169	10.5626
PCGF5	9.39523	9.22305	9.24362	10.0465	10.0558	9.91831
PCGF6	10.5204	10.2465	10.3158	9.7815	9.87146	9.92758
PCGF6	11.0301	10.6805	10.8749	10.0235	10.219	9.74802
PCID2	10.8368	10.6366	10.8295	10.5953	10.617	10.5139
PCID2	9.79976	9.79787	9.99782	9.97288	10.0579	9.90843
PCIF1	9.61425	9.56065	9.55908	9.85817	9.77153	9.74488
PCK1	6.43222	6.60428	6.33814	6.38386	6.51777	6.44829
PCK2	8.704	8.6713	8.86409	9.70703	9.3969	9.4324
PCLO	8.69572	8.6673	8.78982	9.23328	9.2429	9.22117
PCM1	10.1173	10.039	10.1022	10.2068	10.2238	10.1254
PCMT1	12.043	11.9515	12.0348	12.0523	12.0315	12.0829
PCMTD1	4.75187	4.69336	4.72254	5.65357	5.32698	5.19218
PCMTD1	9.70649	9.668	9.79319	10.5592	10.5583	10.4305
PCMTD2	10.8329	10.7642	10.8309	11.3627	11.2871	11.2546
PCNA-AS1	11.2911	11.1409	11.2954	9.80575	9.79775	9.90818
PCNP	12.2931	12.2544	12.4233	12.2165	12.3451	12.0541
PCNP	12.4396	12.5203	12.5486	12.3554	12.5043	12.3511
PCNT	8.93286	8.83707	9.01653	8.57079	8.56052	8.50959
PCNX	10.1757	10.0808	10.2293	10.3196	10.2737	10.1832
PCNXL2	8.88662	8.88839	9.02953	9.46742	9.53406	9.35526
PCNXL3	10.093	10.0312	10.0412	10.2047	10.076	10.2452
PCNXL3	11.1056	11.0361	10.9614	11.2434	11.1809	11.2836
PCNXL4	10.4723	10.1672	10.5047	10.3749	10.471	10.4393
PCOLCE	11.4592	11.3914	11.2854	12.1491	11.9299	11.8987
PCOLCE2	7.51764	7.3968	7.55104	7.88492	7.67941	8.11103
PCP2	8.35183	8.35373	8.23227	8.11125	8.02666	8.16558
PCP4	6.65455	6.7518	6.68011	6.80691	6.76912	6.69542
PCP4L1	7.68377	7.82323	7.9475	7.78721	7.70364	7.68936
PCSK1	7.74107	7.66196	7.95023	7.09698	7.49989	7.08521
PCSK1N	9.12906	9.25207	8.90233	9.072	8.94296	9.11948
PCSK2	6.93108	7.05131	6.67556	8.35373	8.17699	8.452
PCSK4	8.16132	8.42219	7.97629	8.2294	8.25525	8.38136
PCSK5	7.52108	7.39114	7.56178	8.28991	8.17399	8.44814
PCSK6	7.12426	7.24406	7.16971	7.44682	7.41569	7.52752
PCSK7	7.16263	7.1638	6.93234	7.5071	7.25601	7.42106
PCSK7	9.89402	9.88251	9.86072	9.93868	9.86678	9.86566
PCSK9	7.77522	7.90644	7.72985	7.65416	7.43714	7.78136
PCTP	10.1758	10.0023	10.2708	10.5747	10.5523	10.6448
PCYOX1	10.9869	10.9902	11.1232	11.3724	11.3205	11.3719
PCYOX1L	9.25282	9.34893	9.28099	10.3303	10.1549	10.4285
PCYT1A	9.83502	9.74498	9.92141	10.1869	10.1415	10.2424
PCYT1B	8.38825	8.11979	8.37893	9.39164	9.07691	9.32221
PCYT2	9.64733	9.56867	9.60027	10.076	9.99248	10.0761
PCYT2	9.58911	9.49421	9.5283	10.0165	9.93628	10.0262
PDAP1	9.92874	9.87133	9.79183	9.52184	9.39688	9.59475
PDC	4.24185	4.40316	4.13021	4.20278	4.10824	4.27341
PDCD1	8.12227	8.18647	8.0271	8.05136	7.95905	8.0767
PDCD10	8.15248	7.76121	8.01718	7.68583	7.71237	7.85266
PDCD11	10.9932	10.8546	10.9425	10.3723	10.2668	10.2696
PDCD11	7.94645	8.22067	7.98986	7.62249	7.74785	7.54765
PDCD1LG2	6.9348	6.70603	6.60938	6.54473	6.57883	6.67986
PDCD2	10.2029	10.0432	10.1185	10.0679	9.84572	10.0969
PDCD2L	9.39394	9.06796	9.3941	8.61934	8.52419	8.75281
PDCD4	9.57688	9.26305	9.43452	10.1706	10.1093	9.88375
PDCD5	9.79598	9.68879	9.73395	9.18075	9.12138	9.44263
PDCD6IP	11.7088	11.7299	11.7202	11.9732	11.8437	11.7615
PDCD7	9.40453	9.37629	9.3942	9.31439	9.28198	9.24426
PDCL	9.65396	9.29961	9.6076	9.49726	9.33464	9.05493
PDCL2	7.28524	6.90405	7.07704	7.4125	7.14313	7.41076
PDCL3	9.33292	9.2176	9.31456	8.63106	8.60485	8.6239
PDDC1	9.18382	9.14966	9.09133	9.17337	9.0926	8.9619
PDE10A	7.40271	7.39372	7.39969	7.20627	7.23647	7.39235
PDE11A	5.90106	5.69218	5.6439	5.91891	5.86925	5.88557
PDE12	9.80025	9.63256	9.68229	9.29513	9.32912	9.14788
PDE1A	4.8828	4.77581	4.66254	5.57793	5.72655	5.53017
PDE1B	7.25918	7.34731	7.31196	7.0807	7.12194	7.23745
PDE1C	10.6885	10.6202	10.5648	11.0504	11.1272	11.1674
PDE2A	6.73548	6.87468	6.76759	6.62088	6.51035	6.61757
PDE3A	7.97063	7.87609	8.02977	8.87971	9.04682	8.78257
PDE3B	5.30554	5.52272	5.46698	5.26792	4.93438	5.08875
PDE4A	9.1378	9.19249	9.11802	9.38271	9.1711	9.38283
PDE4B	8.23758	8.15197	8.07486	9.28835	9.1649	9.03185
PDE4D	8.21277	8.22674	8.16705	8.29782	8.39338	8.09613
PDE4DIP	9.20116	9.22436	9.07444	9.44922	9.52597	9.89186
PDE4DIP	9.67979	9.43795	9.79834	10.0624	10.1541	10.1881
PDE5A	7.22156	6.86834	7.01175	9.84269	9.96381	9.5748
PDE6A	6.01573	6.2173	5.90753	5.83835	5.57338	5.83668
PDE6B	7.49516	7.52663	7.58531	7.44768	7.41791	7.62412
PDE6C	5.38891	5.48721	5.2795	5.70531	5.47106	5.59568
PDE6D	10.8162	10.7621	10.7561	10.7677	10.6807	10.7279
PDE6G	7.40169	7.55422	7.33052	7.37679	7.62467	7.35256
PDE6H	5.87363	6.05899	5.74701	6.03398	5.91513	5.93936
PDE7A	8.28936	8.08087	8.25863	8.20115	8.2775	7.97065
PDE7B	6.91748	6.86782	6.99332	7.02925	7.02473	6.77996
PDE8A	10.0608	10.0572	10.152	10.4318	10.5631	10.388
PDE8B	6.69372	6.68301	6.56105	7.49365	7.35504	7.34807
PDE9A	9.52406	9.60054	9.58439	8.58506	8.44416	8.36572
PDGFA	6.92227	7.03744	6.88261	6.70305	6.66135	6.94363
PDGFA	8.87082	8.79913	8.74048	8.53333	8.36385	8.38633
PDGFB	7.31193	7.34672	7.22085	7.16933	7.27559	7.33093
PDGFC	7.96747	7.80853	8.04944	7.96231	7.80238	7.74978
PDGFD	7.45489	7.38245	7.68482	7.81568	7.76848	7.57964
PDGFRA	6.47175	6.62764	6.3479	6.22008	6.11433	6.39228
PDGFRB	8.19948	8.22045	8.11924	9.42161	9.08619	9.27757
PDGFRL	7.37154	7.29611	7.26306	7.48177	7.46566	7.59191
PDHA1	10.8886	10.7665	10.9787	10.8081	10.7684	10.908
PDHA2	6.27527	6.57397	6.34928	6.16368	5.90037	6.14998
PDHB	10.9563	10.8448	10.982	10.9194	10.95	11.1302
PDHX	11.0365	10.9095	10.9406	10.887	10.9104	11.0262
PDIA2	7.85128	8.17785	7.75689	7.60548	7.57745	7.89104
PDIA2	6.99511	7.36741	7.03622	6.84379	6.97586	7.04937
PDIA3	12.0472	11.9748	12.0087	11.8811	11.8286	11.7784
PDIA3P1	12.1277	12.0268	12.0567	11.9355	11.9228	11.8928
PDIA4	11.3172	11.3197	11.4279	10.8409	10.7857	10.849
PDIA5	8.44708	8.4861	8.50916	8.27343	8.12282	8.25331
PDIA6	12.0606	12.023	12.1236	11.5438	11.4644	11.333
PDIK1L	8.18239	7.96165	8.15067	8.04909	7.94485	7.57371
PDILT	5.41358	5.34686	5.2944	5.24004	5.08744	5.32154
PDK1	10.5708	10.5701	10.5862	9.65777	9.78209	9.68131
PDK2	9.856	9.78959	9.87771	10.9543	10.7896	10.8601
PDK3	9.88365	9.85641	10.0248	10.1654	10.0648	9.8791
PDK4	9.07737	8.95435	9.17603	9.63496	9.36679	9.61648
PDLIM1	11.1394	11.1284	10.992	12.1602	12.0254	12.0403
PDLIM2	8.50431	8.74957	8.40852	8.34309	8.34846	8.50056
PDLIM3	8.19049	7.90354	8.22779	8.2	8.21275	8.32931
PDLIM4	9.49149	9.40046	9.41311	9.63749	9.47387	9.65552
PDLIM5	9.9197	9.84218	9.96212	9.43036	9.27378	9.23906
PDLIM7	9.84425	9.90327	9.87674	9.50865	9.34829	9.657
PDP1	12.6163	12.4913	12.4237	11.6933	11.7251	11.5215
PDP2	10.0651	9.95693	10.2605	9.42719	9.431	9.32908
PDPK1	9.89343	9.96505	9.93926	9.93779	9.91771	9.87766
PDPK1	11.4386	11.421	11.5257	11.5249	11.4057	11.0727
PDPN	6.56134	6.79411	6.71029	6.49016	6.41393	6.49118
PDPR	11.7903	11.8667	11.8884	12.067	11.9798	11.9992
PDRG1	8.90979	8.80045	8.99827	8.2868	8.28398	8.49183
PDS5A	11.8515	11.7905	11.9549	11.4443	11.4225	11.3499
PDS5B	10.5501	10.2953	10.5323	10.0559	10.0701	9.89888
PDSS1	10.9154	10.8737	11.0225	9.90596	9.90489	10.1524
PDSS2	7.74167	7.56543	7.91193	7.7008	8.00364	8.09437
PDX1	7.54824	7.77862	7.5225	7.33489	7.1636	7.59398
PDXDC1	11.1566	11.0805	11.2498	11.273	11.2382	11.2003
PDXDC2P	11.2963	11.555	11.5665	11.373	11.6135	11.4996
PDXDC2P	10.779	10.9887	11.0495	10.8902	11.0904	10.9733
PDXDC2P	10.8191	11.023	11.0935	10.901	11.1425	10.9941
PDXDC2P	10.8238	11.0226	11.0979	10.9061	11.1189	10.9964
PDXDC2P	8.6697	8.91554	9.30416	9.52143	9.70192	9.39496
PDXK	8.97729	8.94681	8.99454	8.61281	8.60411	8.61203
PDXP	9.9299	9.95681	9.95075	9.60295	9.42508	9.57549
PDYN	5.44943	5.97114	5.48891	5.34414	5.28169	5.43762
PDZD11	8.32464	8.09888	8.30184	8.24681	8.21371	8.23887
PDZD2	8.20413	7.79475	8.09925	7.3497	6.98062	7.12172
PDZD3	6.68037	6.80294	6.58867	6.65299	6.33119	6.62504
PDZD4	7.25191	7.33227	7.42084	7.10323	7.12657	7.25566
PDZD7	8.17187	8.21615	8.11002	8.48826	8.43511	8.77028
PDZD8	10.4847	10.4573	10.5387	10.3264	10.2591	10.2399
PDZD9	5.2258	5.37595	5.22815	5.33922	5.05644	5.2224
PDZK1	6.59942	6.26339	6.57631	8.14407	7.8934	8.04206
PDZK1IP1	7.74312	7.99909	7.64538	7.51973	7.48717	7.61218
PDZRN3	8.37681	8.36857	8.2825	9.93567	9.94287	9.95828
PDZRN4	5.77225	6.19299	5.7698	6.33233	6.28798	6.38238
PEA15	12.5818	12.5806	12.6871	12.4556	12.4653	12.4995
PEAK1	9.35727	9.27527	9.50896	9.90174	9.78111	9.9273
PEAR1	7.2285	7.69761	7.29604	7.25486	7.33334	7.37095
PEBP1	12.04	11.9986	12.0009	12.2094	12.1487	12.1405
PEBP4	7.1053	6.88759	6.95041	6.9938	6.75674	7.09876
PECAM1	5.70581	5.81956	5.70846	5.34172	5.28187	5.63111
PECR	8.26079	8.00303	8.13347	8.46376	8.51625	8.37184
PEF1	10.6501	10.6576	10.6639	10.6794	10.6192	10.6376
PEG10	8.55823	8.41978	8.64657	8.30498	8.08867	8.29142
PELI1	9.05098	8.84243	9.15876	9.67782	9.80052	9.74671
PELI2	8.22651	8.28001	8.11696	8.24697	8.19785	8.04889
PELI3	8.19657	8.20665	8.07624	8.03233	7.89212	8.02724
PELO	10.1589	10.0694	10.2968	9.36887	9.26084	9.25141
PELP1	9.89083	9.76283	9.85079	9.37392	9.32432	9.33627
PEMT	11.592	11.7337	11.6983	11.4758	11.3376	11.3929
PENK	6.76545	6.77338	6.64202	6.66295	6.5441	6.70251
PEPD	11.11	11.1406	11.0808	11.5314	11.6203	11.4254
PER1	8.16053	8.25909	8.21037	8.41171	8.43894	8.52775
PER2	7.98332	7.99091	7.96154	7.94124	7.8439	7.89715
PERM1	7.46655	7.73313	7.42645	7.25162	7.41992	7.41992
PERP	10.6403	10.4777	10.4866	10.6617	10.6815	10.7212
PES1	10.0074	9.82755	9.85761	9.14154	9.10707	9.27936
PET117	8.36774	8.22442	8.42941	8.73285	8.72276	8.56023
PEX1	9.50117	9.39077	9.49745	9.93576	10.0152	9.92825
PEX11A	8.03364	8.19601	7.94701	8.41353	8.2816	8.33961
PEX11B	11.6355	11.5082	11.6243	11.9973	11.9682	12.0313
PEX11G	8.37552	8.53265	8.34062	8.52952	8.36558	8.57522
PEX12	9.489	9.35492	9.57168	10.096	9.99989	10.1003
PEX13	9.62487	9.24737	9.60651	10.024	10.081	10.0524
PEX14	9.09487	9.05534	8.99014	8.87931	8.90879	8.98177
PEX16	8.83392	8.92579	8.68077	9.09563	9.01674	9.24438
PEX19	10.6392	10.5284	10.581	10.7552	10.7001	10.7078
PEX2	8.94448	8.7696	9.01455	9.07389	9.20254	9.00778
PEX26	9.72342	9.64579	9.77373	9.6786	9.54865	9.63022
PEX3	8.85618	8.55721	8.58031	8.36406	8.39354	8.29582
PEX5	8.91994	8.71402	8.92031	8.93601	8.79674	8.7643
PEX5L	6.69298	6.61274	6.50997	6.5243	6.40388	6.5579
PEX6	8.19771	7.95806	8.05447	8.45939	8.26104	8.75052
PEX7	7.69648	7.54097	7.71737	7.28625	7.41979	7.2813
PF4	6.25156	6.23565	6.20145	6.18359	6.16295	6.17064
PF4V1	6.32945	6.20608	6.28171	6.22109	6.15617	6.19997
PFAS	10.1439	10.0979	10.1446	9.40977	9.25702	9.27945
PFDN1	11.8909	11.9972	11.9519	11.8371	11.8027	11.8993
PFDN2	11.5935	11.59	11.629	10.9785	10.9776	11.0515
PFDN4	9.31372	9.2165	9.51223	9.10678	9.28242	9.32289
PFDN5	9.71946	9.58766	9.70483	10.0883	9.93753	10.1826
PFDN6	11.4438	11.3718	11.3639	11.4487	11.4038	11.7539
PFDN6	11.4438	11.3718	11.3639	11.4487	11.4038	11.7539
PFDN6	11.4438	11.3718	11.3639	11.4487	11.4038	11.7539
PFKFB1	5.64849	5.50908	5.6193	5.60991	5.74828	5.60241
PFKFB2	8.19331	7.93693	8.17063	8.89582	9.03405	8.88095
PFKFB3	10.3585	10.3386	10.4291	9.8542	9.90872	9.64748
PFKFB4	8.97831	9.09686	9.28653	9.56713	9.67626	9.59768
PFKL	9.39702	9.25814	9.32403	9.34085	9.27094	9.35545
PFKM	10.3411	10.1941	10.3268	10.5117	10.5006	10.5419
PFKP	10.8923	10.7234	10.7793	10.0742	9.97809	9.94389
PFN1	13.3134	13.3511	13.2705	13.1739	13.0793	13.2887
PFN1P2	12.9363	12.9346	13.0168	12.9589	13.0609	13.0067
PFN2	12.4319	12.4075	12.409	12.476	12.4564	12.6706
PFN3	7.72627	7.87721	7.60445	7.64421	7.50784	7.71045
PFN4	7.71044	7.69623	7.87742	8.03218	7.82329	7.78288
PGA4	6.56905	6.75441	6.564	6.4848	6.45633	6.60805
PGA4	6.6317	6.91254	6.61647	6.51963	6.59661	6.68708
PGA4	6.58211	6.81145	6.53356	6.4708	6.4766	6.59379
PGAM2	8.29677	8.31336	8.12394	9.50774	9.48753	9.72221
PGAM4	12.9079	12.9135	12.9932	12.5444	12.5012	12.5685
PGAM4	12.9495	12.9531	13.0346	12.5927	12.5601	12.6109
PGAM4	13.0504	13.062	13.1297	12.7142	12.6766	12.7548
PGAM4	12.688	12.7151	12.7741	12.3662	12.3814	12.4042
PGAM4	12.688	12.7151	12.7741	12.3662	12.3814	12.4042
PGAM5	11.5243	11.5988	11.4846	10.9818	10.8153	10.7414
PGAP1	8.53184	8.33723	8.70941	8.91701	9.10316	8.8862
PGAP2	10.21	10.171	10.0676	10.351	10.321	10.3184
PGAP3	8.44968	8.58572	8.34788	9.1785	8.97124	9.22578
PGBD1	7.71808	7.55655	7.75887	7.42728	7.43497	6.89944
PGBD2	7.63492	7.09427	7.65407	7.64201	7.48705	7.4299
PGBD4	9.0442	8.97213	9.0241	9.18266	9.09558	9.02125
PGBD5	5.97308	6.201	6.12227	5.7335	5.66745	5.65793
PGC	6.55588	6.53819	6.37073	6.31104	6.17761	6.31628
PGD	12.1158	12.1413	12.1971	12.2242	12.2114	12.238
PGF	7.82488	7.81378	7.73564	7.31446	7.36398	7.66815
PGGT1B	9.8198	9.75157	9.71535	9.78657	9.96863	9.69584
PGK1	13.1544	13.2299	13.2612	13.029	12.9914	12.8279
PGK2	5.52905	5.8641	5.42932	5.44262	5.1238	5.22016
PGLS	9.5076	9.31003	9.24122	9.89211	9.59189	9.85477
PGLYRP1	7.46773	7.466	7.44498	7.36625	7.43438	7.33272
PGLYRP2	6.186	6.40056	6.14175	6.07105	6.17877	6.11964
PGLYRP3	6.25714	6.28291	6.27605	6.21194	6.0405	6.33027
PGLYRP4	6.77389	6.95235	6.75625	6.54388	6.66212	6.59899
PGM1	10.9323	10.8419	10.976	11.0284	11.0032	10.8034
PGM2	11.9701	11.8665	11.9099	11.5849	11.5692	11.4381
PGM2L1	7.06766	6.92533	7.23069	8.86421	8.99972	8.96461
PGM3	9.38698	9.27315	9.4121	9.43425	9.29321	9.32569
PGM5	5.31431	5.93859	5.49877	5.7683	5.69465	5.57786
PGM5P2	9.16947	9.29225	9.11663	9.83741	9.44816	9.51361
PGM5P2	9.62091	9.77407	9.69869	10.9147	11.0926	10.6342
PGM5P2	9.61255	9.7847	9.69962	10.9156	11.101	10.662
PGP	10.4274	10.5349	10.4057	10.0172	9.95083	9.8777
PGPEP1	8.86498	8.83687	8.89703	9.7851	9.93708	9.58349
PGPEP1L	7.24388	7.24269	7.23016	7.00674	7.10552	7.26482
PGR	5.68858	5.76636	5.68383	5.6276	5.53229	5.83138
PGRMC1	11.8858	11.8285	12.0197	11.7121	11.8076	11.6119
PGRMC2	9.6494	9.58702	9.55301	9.78235	9.86962	9.79461
PGS1	9.21458	9.0818	9.14659	9.17634	9.00596	9.07919
PHACTR1	7.34274	7.4116	7.3359	7.44701	7.46994	7.61997
PHACTR2	8.61926	8.5053	8.70624	8.15645	8.15465	8.26171
PHACTR3	6.93792	7.13519	7.00489	7.08634	6.80353	7.1308
PHACTR4	11.8695	11.8642	12.0017	12.0293	12.0673	11.9976
PHAX	9.82436	9.64572	9.79729	9.37825	9.39657	9.41632
PHB	12.7447	12.5634	12.6865	12.2567	12.0556	12.2057
PHB2	12.6164	12.6088	12.5981	12.5655	12.5697	12.6257
PHC2	10.4447	10.4626	10.5197	8.89734	8.83714	8.91451
PHC3	5.16565	5.1987	5.20298	5.21789	5.10368	5.05949
PHC3	10.1921	10.1816	10.3238	10.4526	10.5194	10.5979
PHEX	7.06368	7.15752	7.15006	7.46808	7.7939	7.57816
PHF1	9.36699	9.29971	9.34723	9.39337	9.20707	9.41798
PHF10	9.60853	9.53065	9.52543	9.11312	9.18838	9.25351
PHF11	7.72707	7.57462	7.85033	9.00991	8.94136	9.04052
PHF12	9.967	9.94411	9.98102	9.97274	9.83017	9.73976
PHF13	8.66228	8.61552	8.6643	8.46445	8.48462	8.45979
PHF14	10.4133	10.2044	10.4717	10.2791	10.3791	10.2671
PHF19	10.761	10.7139	10.7748	9.82603	9.53866	9.56265
PHF2	9.43266	9.42596	9.51336	9.60924	9.4803	9.62853
PHF20	9.2756	9.18281	9.30464	9.09955	9.251	9.21365
PHF20L1	9.64612	9.6071	9.72307	9.77186	9.86722	9.70052
PHF21A	10.3467	10.318	10.3641	11.4486	11.4143	11.4626
